TAID,Name,IUPAC Name,PubChem CID,Canonical SMILES,InChIKey,Toxicity Value
TOX-10022,,N-[2-[3-(dimethylamino)propoxy]phenyl]-3-phenylprop-2-enamide,14424,CN(C)CCCOc1ccccc1NC(=O)C=Cc1ccccc1,JNEBNWKSQWMNLT-UHFFFAOYSA-N,55.99585723
TOX-10025,,"N-[2-(diethylamino)ethyl]-2-hydroxy-N-methyl-2,2-diphenylacetamide",200226,CCN(CC)CCN(C)C(=O)C(O)(c1ccccc1)c1ccccc1,RLVOXIZSDNBIGX-UHFFFAOYSA-N,223.0216144
TOX-10027,,"N,N-dimethyl-3-(10-thiatetracyclo[9.8.0.03,8.012,17]nonadeca-1(11),3,5,7,12,14,16,18-octaen-2-ylidene)propan-1-amine",14429,CN(C)CCC=C1c2ccccc2CSc2c1ccc1ccccc21,GGSKMJNMTZUZJV-UHFFFAOYSA-N,54.99824897
TOX-10028,,1-[4-(2-chlorothioxanthen-9-ylidene)butyl]piperazine,102000,Clc1ccc2c(c1)C(=CCCCN1CCNCC1)c1ccccc1S2,GFAPUYYPOAKJND-UHFFFAOYSA-N,104.9861301
TOX-10030,Amicibone,benzyl 1-[2-(azepan-1-yl)ethyl]-2-oxocyclohexane-1-carboxylate,31793,O=C1CCCCC1(CCN1CCCCCC1)C(=O)OCc1ccccc1,JGAVKVSEQOCHBG-UHFFFAOYSA-N,12.00020141
TOX-10031,Eddha,2-[2-[[carboxy-(2-hydroxyphenyl)methyl]amino]ethylamino]-2-(2-hydroxyphenyl)acetic acid,14432,O=C(O)C(NCCNC(C(=O)O)c1ccccc1O)c1ccccc1O,PZZHMLOHNYWKIK-UHFFFAOYSA-N,53.00500042
TOX-10032,,"2-(4-chlorophenoxy)-N,N-bis[2-(diethylamino)ethyl]acetamide",14433,CCN(CC)CCN(CCN(CC)CC)C(=O)COc1ccc(Cl)cc1,TUKRGHXMYUQLKZ-UHFFFAOYSA-N,75.0070319
TOX-10039,,"3,3-dimethyl-7-oxo-6-[(2-phenoxy-2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",20056773,CC1(C)SC2C(NC(=O)C(Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,VZPPEUOYDWPUKO-UHFFFAOYSA-N,225.0031652
TOX-10041,,"methyl 6,17,18-trimethoxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",14443,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC)C1OC,FPGCYQVKNKEGRQ-UHFFFAOYSA-N,23.99837582
TOX-10054,Perithiaden,4-(6H-benzo[c][1]benzothiepin-11-ylidene)-1-methylpiperidine,121108,CN1CCC(=C2c3ccccc3CSc3ccccc32)CC1,MBGXTYVKSKOCFX-UHFFFAOYSA-N,20.00247186
TOX-10055,,N'-(1-phenylpropan-2-yl)pyridine-2-carbohydrazide,15060,CC(Cc1ccccc1)NNC(=O)c1ccccn1,PHHGIXMMOFELIB-UHFFFAOYSA-N,99.99569164
TOX-10058,,"4-bis[4-(dimethylamino)phenyl]phosphinothioyl-N,N-dimethylaniline",121109,CN(C)c1ccc(P(=S)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,,180.0144486
TOX-10061,Trimethylolethane cyclic phosphite,"4-methyl-2,6,7-trioxa-1-phosphabicyclo[2.2.2]octane",15067,CC12COP(OC1)OC2,OMAIORNZIIDXOB-UHFFFAOYSA-N,37.50050641
TOX-10068,,2-(2-aminophenyl)aniline,15075,Nc1ccccc1-c1ccccc1N,HOLGXWDGCVTMTB-UHFFFAOYSA-N,55.99939215
TOX-10073,,"3-[3-(2-amino-2-oxoethyl)-2,4,6-triiodophenyl]propanoic acid",15082,NC(=O)Cc1c(I)cc(I)c(CCC(=O)O)c1I,WVKMPQHDQHWOKE-UHFFFAOYSA-N,999.9880322
TOX-10074,Hydroxysporidesmin B,"6-chloro-2,3-dihydroxy-7,8-dimethoxy-10,14,18-trimethyl-15,16-dithia-10,12,18-triazapentacyclo[12.2.2.01,12.03,11.04,9]octadeca-4,6,8-triene-13,17-dione",317024,COc1c(Cl)cc2c(c1OC)N(C)C1N3C(=O)C4(C)SSC3(C(=O)N4C)C(O)C21O,QTONANGUNATZOU-UHFFFAOYSA-N,1.000084395
TOX-10079,,1-(3-chloropropyl)piperidine,79625,ClCCCN1CCCCC1,HDDNBUNZJIQDBQ-UHFFFAOYSA-N,103.9961403
TOX-10080,,2-cyclopropyl-2-hydroxy-2-phenylacetic acid,15093,O=C(O)C(O)(c1ccccc1)C1CC1,APPYFFBRMGXDFO-UHFFFAOYSA-N,319.9933409
TOX-10082,Tetrabutylstannane,tetrabutylstannane,15098,CCCC[Sn](CCCC)(CCCC)CCCC,AFCAKJKUYFLYFK-UHFFFAOYSA-N,56.00403257
TOX-10085,Selenomethionine,2-amino-4-methylselanylbutanoic acid,15103,C[Se]CCC(N)C(=O)O,RJFAYQIBOAGBLC-UHFFFAOYSA-N,22.00134618
TOX-10107,Allyl isocyanate,3-isocyanatoprop-1-ene,15123,C=CCN=C=O,HXBPYFMVGFDZFT-UHFFFAOYSA-N,17.99999999
TOX-10110,Hydroxytriamterene sulfate,"[4-(2,4,7-triaminopteridin-6-yl)phenyl] hydrogen sulfate",162951,Nc1nc(N)c2nc(-c3ccc(OS(=O)(=O)O)cc3)c(N)nc2n1,UGLZTFAGJYBEIZ-UHFFFAOYSA-N,199.9988548
TOX-10114,,"4-methyl-1,3-benzothiazol-2-amine",15132,Cc1cccc2sc(N)nc12,GRIATXVEXOFBGO-UHFFFAOYSA-N,53.99901363
TOX-10118,,"6-prop-2-enyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol",3679590,C=CCN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,XEXUKNQDDPKEIF-UHFFFAOYSA-N,50.00579481
TOX-10123,Fluanisone,1-(4-fluorophenyl)-4-[4-(2-methoxyphenyl)piperazin-1-yl]butan-1-one,15139,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,IRYFCWPNDIUQOW-UHFFFAOYSA-N,24.99712433
TOX-10124,Tyrocidine complex,"3-[21-(2-amino-2-oxoethyl)-9-(3-aminopropyl)-3,24,27-tribenzyl-15-[(4-hydroxyphenyl)methyl]-6-(2-methylpropyl)-2,5,8,11,14,17,20,23,26,29-decaoxo-12-propan-2-yl-1,4,7,10,13,16,19,22,25,28-decazabicyclo[28.3.0]tritriacontan-18-yl]propanamide",16160721,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,GSXRBRIWJGAPDU-UHFFFAOYSA-N,15.00000001
TOX-10125,,2-(4-chlorophenyl)-1-cyanoguanidine,15140,N#CNC(=N)Nc1ccc(Cl)cc1,JMEJOUCPQDFPFK-UHFFFAOYSA-N,99.99743086
TOX-10128,,"5-(2-nitroethenyl)-1,3-benzodioxole",94945,O=[N+]([O-])C=Cc1ccc2c(c1)OCO2,KFLWBZPSJQPRDD-UHFFFAOYSA-N,32.00033131
TOX-10132,,cyclopropyl(diethoxyphosphoryl)methanone,96632,CCOP(=O)(OCC)C(=O)C1CC1,IOSOXYZYSATVMG-UHFFFAOYSA-N,320.0031042
TOX-10134,glybuzole,"N-(5-tert-butyl-1,3,4-thiadiazol-2-yl)benzenesulfonamide",3489,CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,NMWQEPCLNXHPDX-UHFFFAOYSA-N,192.9967551
TOX-10143,,1-dichlorophosphorylpiperidine,200284,O=P(Cl)(Cl)N1CCCCC1,FZHNJMKVRJJKBK-UHFFFAOYSA-N,5.599972274
TOX-10145,,"1',3',3'-trimethyl-6-nitrospiro[chromene-2,2'-indole]",99766,CN1c2ccccc2C(C)(C)C12C=Cc1cc([N+](=O)[O-])ccc1O2,PSXPTGAEJZYNFI-UHFFFAOYSA-N,56.0062538
TOX-10150,Acetomorphin,"(9-acetyloxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-yl) acetate",3592,CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341,GVGLGOZIDCSQPN-UHFFFAOYSA-N,26.23326293
TOX-10153,,[1-(7-fluoroheptyl)-4-phenylpiperidin-4-yl] propanoate,200287,CCC(=O)OC1(c2ccccc2)CCN(CCCCCCCF)CC1,AUUPCDMSCSIBSD-UHFFFAOYSA-N,14.00040059
TOX-10155,Naftypramide,2-[2-(dimethylamino)ethyl]-3-methyl-2-naphthalen-1-ylbutanamide,68954,CC(C)C(CCN(C)C)(C(N)=O)c1cccc2ccccc12,XXFVRXJPEIBBEZ-UHFFFAOYSA-N,71.9927622
TOX-10163,,"1-[2-(dimethylamino)ethyl]-2-pyridin-2-yl-2,3-dihydroquinazolin-4-one",63197,CN(C)CCN1c2ccccc2C(=O)NC1c1ccccn1,OYMBJBZLKALTEW-UHFFFAOYSA-N,61.49916995
TOX-10165,,"1,1-diphenyl-3-pyrrolidin-1-ylpropan-1-ol",80173,OC(CCN1CCCC1)(c1ccccc1)c1ccccc1,KSWXNEXJRXELBA-UHFFFAOYSA-N,50.00017773
TOX-10166,Phloraspidinol,"1-[3-[(3-butanoyl-2,4-dihydroxy-6-methoxy-5-methylphenyl)methyl]-2,6-dihydroxy-4-methoxyphenyl]butan-1-one",15190,CCCC(=O)c1c(O)cc(OC)c(Cc2c(O)c(C(=O)CCC)c(O)c(C)c2OC)c1O,ABJZJBCLEZJOTC-UHFFFAOYSA-N,21.50019259
TOX-10170,,4-fluorofluoren-9-one,15193,O=C1c2ccccc2-c2c(F)cccc21,CBJABQXTFIBKGZ-UHFFFAOYSA-N,99.99697276
TOX-10175,,"2-[4-(dicyanomethylidene)cyclohexa-2,5-dien-1-ylidene]propanedinitrile",73697,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,PCCVSPMFGIFTHU-UHFFFAOYSA-N,55.99945149
TOX-10176,,triphenyl-[[4-(triphenylphosphaniumylmethyl)phenyl]methyl]phosphanium,168941,c1ccc([P+](Cc2ccc(C[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)(c2ccccc2)c2ccccc2)cc1,VONCWLPUYAZYSK-UHFFFAOYSA-N,0.890948983
TOX-10179,Tripropyl lead chloride,chloro(tripropyl)plumbane,73703,CCC[Pb](Cl)(CCC)CCC,QKQJBHIQKVJZMF-UHFFFAOYSA-M,22.00473222
TOX-10180,,"2,5-bis(dimethylamino)cyclohexa-2,5-diene-1,4-dione",96304,CN(C)C1=CC(=O)C(N(C)C)=CC1=O,BZZIJKWURTYMLH-UHFFFAOYSA-N,179.9962931
TOX-10184,Pentaerythrityl tetraiodide,"1,3-diiodo-2,2-bis(iodomethyl)propane",73707,ICC(CI)(CI)CI,HPMGSGCDKVCZHC-UHFFFAOYSA-N,315.9972558
TOX-10187,Perathiepin,"1-(5,6-dihydrobenzo[b][1]benzothiepin-5-yl)-4-methylpiperazine",107593,CN1CCN(C2Cc3ccccc3Sc3ccccc32)CC1,MYFNXITXHNLSJY-UHFFFAOYSA-N,42.30463239
TOX-10188,,"2-(5,6-dihydrobenzo[b][1]benzothiepin-5-yloxy)-N,N-dimethylethanamine",15212,CN(C)CCOC1Cc2ccccc2Sc2ccccc21,XZBCOHZCRZBIEO-UHFFFAOYSA-N,35.19541545
TOX-10189,,triethyl(phenoxy)stannane,16682829,CC[Sn](CC)(CC)Oc1ccccc1,JNLJTPIVUFSZCN-UHFFFAOYSA-M,7.099952502
TOX-10190,,2-(3-chlorophenyl)acetonitrile,73722,N#CCc1cccc(Cl)c1,GTIKLPYCSAMPNG-UHFFFAOYSA-N,55.99778361
TOX-10191,,(2-methylphenyl)methyl-triphenylphosphanium,113183,Cc1ccccc1C[P+](c1ccccc1)(c1ccccc1)c1ccccc1,SOSFPIJMDQEVHN-UHFFFAOYSA-N,31.99547153
TOX-10192,,(2-ethoxy-2-oxoethyl)-triphenylphosphanium,73732,CCOC(=O)C[P+](c1ccccc1)(c1ccccc1)c1ccccc1,BDBCCQWLFKVQRT-UHFFFAOYSA-N,25.00071554
TOX-10204,,"diethyl 4-benzyl-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",99354,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1Cc1ccccc1,JHHPUDNXDLHTHP-UHFFFAOYSA-N,319.978569
TOX-10206,,1-fluoro-4-isothiocyanatobenzene,15241,Fc1ccc(N=C=S)cc1,NFIUJHJMCQQYDL-UHFFFAOYSA-N,55.99963447
TOX-10220,,triphenyl(prop-2-enyl)phosphanium,197741,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,FLNRHACWTVIBQS-UHFFFAOYSA-N,35.10390709
TOX-10222,Guanacline,"2-[2-(4-methyl-3,6-dihydro-2H-pyridin-1-yl)ethyl]guanidine",15102,CC1=CCN(CCNC(=N)N)CC1,WQVAYGCXSJMPRT-UHFFFAOYSA-N,53.49970651
TOX-10224,,3-[[4-(diethylamino)-2-hydroxyphenyl]diazenyl]-4-hydroxybenzenesulfonic acid,73806,CCN(CC)c1ccc(N=Nc2cc(S(=O)(=O)O)ccc2O)c(O)c1,DSZXUTUBVLAYLI-UHFFFAOYSA-N,319.9903674
TOX-10225,carbofuran,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",2566,CNC(=O)Oc1cccc2c1OC(C)(C)C2,DUEPRVBVGDRKAG-UHFFFAOYSA-N,0.449987797
TOX-10231,,dimethyl (4-nitrophenyl)methyl phosphate,200355,COP(=O)(OC)OCc1ccc([N+](=O)[O-])cc1,CEWQCMRRUPXVRJ-UHFFFAOYSA-N,599.9999995
TOX-10235,,"2-benzyl-4,4-dimethyl-5H-1,3-oxazole",98710,CC1(C)COC(Cc2ccccc2)=N1,GPBCTHQIXXYBHQ-UHFFFAOYSA-N,179.9923914
TOX-10236,ETHYL ISONICOTINATE,ethyl pyridine-4-carboxylate,15291,CCOC(=O)c1ccncc1,MCRPKBUFXAKDKI-UHFFFAOYSA-N,55.99814777
TOX-10237,,4-chloro-2-methylphenol,14855,Cc1cc(Cl)ccc1O,RHPUJHQBPORFGV-UHFFFAOYSA-N,55.99803625
TOX-10241,,2-oxobutyl acetate,15302,CCC(=O)COC(C)=O,LHGWJCBYBIICPP-UHFFFAOYSA-N,319.9926238
TOX-10242,,5-chloropentanoyl chloride,74089,O=C(Cl)CCCCCl,SVNNWKWHLOJLOK-UHFFFAOYSA-N,319.9917434
TOX-10243,,2-propylpent-4-enoic acid,104896,C=CCC(CCC)C(=O)O,UMYDNZXEHYSVFY-UHFFFAOYSA-N,1000.014065
TOX-10246,,2-fluoropentanoic acid,98181,CCCC(F)C(=O)O,AAYYJYDNERMSOZ-UHFFFAOYSA-N,179.9955045
TOX-10247,,2-fluoro-3-methylbutanoic acid,15310,CC(C)C(F)C(=O)O,DPPSUGSPUHMWEH-UHFFFAOYSA-N,179.9955045
TOX-10248,,2-fluoropentanedioic acid,98166,O=C(O)CCC(F)C(=O)O,BBEYGPGFCBBSDN-UHFFFAOYSA-N,179.9940041
TOX-10249,Amiperone,"4-(4-chlorophenyl)-1-[4-(4-fluorophenyl)-4-oxobutyl]-N,N-dimethylpiperidine-4-carboxamide",71101,CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,WMVSIGOLIQMRHF-UHFFFAOYSA-N,28.99656805
TOX-10250,,"N'-[1-(4-fluorophenyl)ethyl]-N,N-dimethyl-N'-pyridin-2-ylethane-1,2-diamine",200357,CC(c1ccc(F)cc1)N(CCN(C)C)c1ccccn1,VQOHGXSNZJTSCT-UHFFFAOYSA-N,27.99883079
TOX-10267,,"2-N,2-N,4-N,4-N-tetraethyl-6-fluoro-1,3,5-triazine-2,4-diamine",15334,CCN(CC)c1nc(F)nc(N(CC)CC)n1,WTMOZNHTKZENIH-UHFFFAOYSA-N,319.9946959
TOX-10271,,"2-aminoethyl N,N'-diethylcarbamimidothioate",74141,CCN=C(NCC)SCCN,MAKUKUSKPQRSPC-UHFFFAOYSA-N,16.89990359
TOX-10272,,"2-(dimethylamino)ethyl N,N'-diethylcarbamimidothioate",121120,CCN=C(NCC)SCCN(C)C,CVHIIFDSQIKTOR-UHFFFAOYSA-N,44.29891076
TOX-10275,,N-[3-(4-methylmorpholin-4-ium-4-yl)propyl]-4-nitrobenzamide,121124,C[N+]1(CCCNC(=O)c2ccc([N+](=O)[O-])cc2)CCOCC1,XIRHAXSAIKKNTI-UHFFFAOYSA-O,87.99771695
TOX-10276,,N-[2-(4-methylmorpholin-4-ium-4-yl)ethyl]-4-nitrobenzamide,121126,C[N+]1(CCNC(=O)c2ccc([N+](=O)[O-])cc2)CCOCC1,DUHSYQHMCPIIMP-UHFFFAOYSA-O,109.9996262
TOX-10277,,N-benzyl-N-[3-(4-methylmorpholin-4-ium-4-yl)propyl]benzamide,121128,C[N+]1(CCCN(Cc2ccccc2)C(=O)c2ccccc2)CCOCC1,RYBKKIPPXHKZNX-UHFFFAOYSA-N,30.00118819
TOX-10278,,N-benzyl-N-[2-(4-methylmorpholin-4-ium-4-yl)ethyl]benzamide,121130,C[N+]1(CCN(Cc2ccccc2)C(=O)c2ccccc2)CCOCC1,WZPOBHRIBIGBEW-UHFFFAOYSA-N,32.00386499
TOX-10279,,N-benzyl-N-(3-morpholin-4-ylpropyl)benzamide,15346,O=C(c1ccccc1)N(CCCN1CCOCC1)Cc1ccccc1,DTIRHOFNIKJBNB-UHFFFAOYSA-N,99.98493126
TOX-10280,,N-(2-morpholin-4-ylethyl)-4-nitrobenzamide,121132,O=C(NCCN1CCOCC1)c1ccc([N+](=O)[O-])cc1,RQUIYXDMIFXMEA-UHFFFAOYSA-N,466.989968
TOX-10281,,N-(3-morpholin-4-ylpropyl)-4-nitrobenzamide,121134,O=C(NCCCN1CCOCC1)c1ccc([N+](=O)[O-])cc1,ZEWOVHOFRWMQPJ-UHFFFAOYSA-N,439.9954995
TOX-10282,,3-methylpyridin-2-amine,15347,Cc1cccnc1N,RGDQRXPEZUNWHX-UHFFFAOYSA-N,9.999630125
TOX-10284,gamma-Coniceine,"6-propyl-2,3,4,5-tetrahydropyridine",442632,CCCC1=NCCCC1,PQSOVRNZJIENNW-UHFFFAOYSA-N,2.599896178
TOX-10285,,1-propylcyclopentan-1-ol,98267,CCCC1(O)CCCC1,GJEILRJIINEWJO-UHFFFAOYSA-N,55.99781613
TOX-10295,,"4-methoxy-17-methyl-3-phenoxy-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-10-ol",78169795,COc1ccc2c(c1Oc1ccccc1)C13CCCCC1(O)C(C2)N(C)CC3,YIXCPMSISWSKKS-UHFFFAOYSA-N,62.99999997
TOX-10297,,diethyl-methyl-[[3-(phenoxymethyl)oxetan-3-yl]methyl]azanium,121485,CC[N+](C)(CC)CC1(COc2ccccc2)COC1,URYWCUMIUZKKEB-UHFFFAOYSA-N,18.99935324
TOX-10302,Vinca,"methyl 15-ethyl-17-hydroxy-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraene-17-carboxylate",5668,CCC12CCCN3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C32,RXPRRQLKFXBCSJ-UHFFFAOYSA-N,47.73326562
TOX-10305,,(3-hydroxyphenyl)-trimethylazanium,15384,C[N+](C)(C)c1cccc(O)c1,CSKWZSUBRGLJBC-UHFFFAOYSA-O,2.49988503
TOX-10308,MELPERONE,1-(4-fluorophenyl)-4-(4-methylpiperidin-1-yl)butan-1-one,15387,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,DKMFBWQBDIGMHM-UHFFFAOYSA-N,34.99920259
TOX-10310,TRIALLYL PHOSPHATE,tris(prop-2-enyl) phosphate,15390,C=CCOP(=O)(OCC=C)OCC=C,XHGIFBQQEGRTPB-UHFFFAOYSA-N,70.80032451
TOX-10317,ETHYL VINYL KETONE,pent-1-en-3-one,15394,C=CC(=O)CC,JLIDVCMBCGBIEY-UHFFFAOYSA-N,56.0013315
TOX-10318,Allosedamine,2-(1-methylpiperidin-2-yl)-1-phenylethanol,433956,CN1CCCCC1CC(O)c1ccccc1,GOWRYACIDZSIHI-UHFFFAOYSA-N,69.79745401
TOX-10322,Nereistoxin,"N,N-dimethyldithiolan-4-amine",15402,CN(C)C1CSSC1,DSOOGBGKEWZRIH-UHFFFAOYSA-N,33.00353691
TOX-10327,,bicyclo[2.2.1]heptan-2-ol,79028,OC1CC2CCC1C2,ZQTYQMYDIHMKQB-UHFFFAOYSA-N,55.99900157
TOX-10331,,"4-(3-amino-N-ethyl-2,4,6-triiodoanilino)-4-oxobutanoic acid",121138,CCN(C(=O)CCC(=O)O)c1c(I)cc(I)c(N)c1I,LCXACUQONAQZBR-UHFFFAOYSA-N,288.0004693
TOX-10334,,"(1-methylpiperidin-2-yl)methyl 2-hydroxy-2,2-diphenylacetate",121508,CN1CCCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,YKIFQNHBSLKZEO-UHFFFAOYSA-N,27.99711286
TOX-10335,,N-benzyl-N-[2-(4-methylmorpholin-4-ium-4-yl)ethyl]-4-nitrobenzamide,121141,C[N+]1(CCN(Cc2ccccc2)C(=O)c2ccc([N+](=O)[O-])cc2)CCOCC1,KBCNXWZXIFPCBG-UHFFFAOYSA-N,19.99708681
TOX-10339,Barverin,"5-phenyl-5-piperidin-1-yl-1,3-bis(2-piperidin-1-ylethyl)-1,3-diazinane-2,4,6-trione",202239,O=C1N(CCN2CCCCC2)C(=O)C(c2ccccc2)(N2CCCCC2)C(=O)N1CCN1CCCCC1,BWMPANCYUOEPFB-UHFFFAOYSA-N,50.00049048
TOX-10356,Azaperone,1-(4-fluorophenyl)-4-(4-pyridin-2-ylpiperazin-1-yl)butan-1-one,15443,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,XTKDAFGWCDAMPY-UHFFFAOYSA-N,41.99961517
TOX-10358,,"N,N-dimethyl-1-(7-nitro-1H-indol-3-yl)methanamine",15451,CN(C)Cc1c[nH]c2c([N+](=O)[O-])cccc12,YLVPUBNLOINGDI-UHFFFAOYSA-N,44.99917902
TOX-10360,,1-pyridin-3-yl-N-(pyridin-3-ylmethyl)methanamine,74257,c1cncc(CNCc2cccnc2)c1,FEBQXMFOLRVSGC-UHFFFAOYSA-N,249.9912172
TOX-10361,Tetraethyl methylenediphosphonate,1-[diethoxyphosphorylmethyl(ethoxy)phosphoryl]oxyethane,15455,CCOP(=O)(CP(=O)(OCC)OCC)OCC,STJWVOQLJPNAQL-UHFFFAOYSA-N,179.9956284
TOX-10363,,"4-(dimethylamino)-10,11,12a-trihydroxy-6-methyl-1,3,12-trioxo-4a,5-dihydro-4H-tetracene-2-carboxamide",91177882,Cc1c2c(c(O)c3c(O)cccc13)C(=O)C1(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C1C2,NHRGMXWZPFNLOB-UHFFFAOYSA-N,160.8072378
TOX-10364,Diphenyl diselenide,(phenyldiselanyl)benzene,15460,c1ccc([Se][Se]c2ccccc2)cc1,YWWZCHLUQSHMCL-UHFFFAOYSA-N,27.99712941
TOX-10381,Laurylbiguanid,1-(diaminomethylidene)-2-dodecylguanidine,15484,CCCCCCCCCCCCNC(=N)N=C(N)N,KOUTYMWBZYMGBR-UHFFFAOYSA-N,21.99942846
TOX-10384,Ester benzilique de pseudo-tropine,"(8-methyl-8-azabicyclo[3.2.1]octan-3-yl) 2-hydroxy-2,2-diphenylacetate",99088,CN1C2CCC1CC(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,XXVZGWNHSCGMCT-UHFFFAOYSA-N,17.34592807
TOX-10392,,"3-(4-chlorophenyl)-N-[2-(3,4-dimethoxyphenyl)ethyl]propan-1-amine",121155,COc1ccc(CCNCCCc2ccc(Cl)cc2)cc1OC,OAFSCJIQNLIJFA-UHFFFAOYSA-N,59.9893967
TOX-10398,,4-hydroxy-1-methylquinolin-2-one,54686436,Cn1c(=O)cc(O)c2ccccc21,RTNPPPQVXREFKX-UHFFFAOYSA-N,179.9928079
TOX-10399,,"2,4-dinitro-N-(1-phenylethylideneamino)aniline",15503,CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1,IMTAQIPVTJOORO-UHFFFAOYSA-N,179.9976023
TOX-10400,,"2-N,2-N,2-N',2-N',4-N,4-N,4-N',4-N',6-N,6-N,6-N',6-N',8-N,8-N,8-N',8-N'-hexadecamethyl-1,3,5,7-tetraza-2lambda5,4lambda5,6lambda5,8lambda5-tetraphosphacycloocta-1,3,5,7-tetraene-2,2,4,4,6,6,8,8-octamine",121158,CN(C)P1(N(C)C)=NP(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=N1,XOVVJOHABVJIHP-UHFFFAOYSA-N,179.9864798
TOX-10402,,(4-chlorophenyl)boronic acid,74299,OB(O)c1ccc(Cl)cc1,CAYQIZIAYYNFCS-UHFFFAOYSA-N,180.0034532
TOX-10405,,4-[3-(trifluoromethyl)phenyl]piperidin-4-ol,75255,OC1(c2cccc(C(F)(F)F)c2)CCNCC1,ILKPZCKFWLTEBQ-UHFFFAOYSA-N,62.49898055
TOX-10408,,"4,6-dimethyl-2,3-dihydro-1H-indene",15518,Cc1cc(C)c2c(c1)CCC2,BSYQUYXSAFIGLB-UHFFFAOYSA-N,55.99885111
TOX-10419,Ioxynil,"4-hydroxy-3,5-diiodobenzonitrile",15530,N#Cc1cc(I)c(O)c(I)c1,NRXQIUSYPAHGNM-UHFFFAOYSA-N,55.99924508
TOX-10420,BROMOXYNIL,"3,5-dibromo-4-hydroxybenzonitrile",15531,N#Cc1cc(Br)c(O)c(Br)c1,UPMXNNIRAGDFEH-UHFFFAOYSA-N,55.9989889
TOX-10423,,"4-chloro-3-[chloro(difluoro)methyl]-4,4-difluoro-3-hydroxybutanal",121161,O=CCC(O)(C(F)(F)Cl)C(F)(F)Cl,KVUGMJGOBSJLAZ-UHFFFAOYSA-N,55.99930857
TOX-10435,,"6-methylthieno[3,4-c]pyridin-7-ol",121168,Cc1ncc2cscc2c1O,YHOUBPPSSAANHP-UHFFFAOYSA-N,75.99677994
TOX-10441,,"2-chloropyridazino[6,1-b]quinazolin-10-one",96928,O=c1c2ccccc2nc2ccc(Cl)nn12,HLPUHRDKWNPCCO-UHFFFAOYSA-N,55.99951649
TOX-10452,Dimabefylline,"7-[[4-(dimethylamino)phenyl]methyl]-1,3-dimethylpurine-2,6-dione",71646,CN(C)c1ccc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,VUCZRCBQVXTIIV-UHFFFAOYSA-N,75.99075318
TOX-10455,,2-aminoethyl carbamimidoselenoate,15562,N=C(N)[Se]CCN,GKPUPGABNUMBOH-UHFFFAOYSA-N,44.00370895
TOX-10458,diphenylphosphoryloxybenzene,diphenylphosphoryloxybenzene,15566,O=P(Oc1ccccc1)(c1ccccc1)c1ccccc1,CIJWIJSYZZLMGD-UHFFFAOYSA-N,180.0061164
TOX-10468,,"3-acetamido-5-amino-2,4,6-triiodobenzoic acid",15576,CC(=O)Nc1c(I)c(N)c(I)c(C(=O)O)c1I,XCNHOBHCZBIGJP-UHFFFAOYSA-N,7200.025184
